sentiment,headline
neutral,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level ."
neutral,"In addition , the company is considering the start of production in Russia ."
negative,"In addition , the company will reduce a maximum of ten jobs ."
neutral,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities ."
neutral,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets ."
positive,"In addition to Russia , we now seek additional growth in Ukraine ."
neutral,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design ."
neutral,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well ."
neutral,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape ."
neutral,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn ."
positive,"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur ."
neutral,"In Finland , Alma Media will focus on quality and developing chain operations ."
neutral,"In Finland , the five largest brands control 90 % of the beer market ."
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .
neutral,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .
neutral,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent ."
neutral,In Sweden the agreement covers data communication services as well .
neutral,"In the automobile space , Maruti is the most searched brand in cars ."
positive,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week ."
neutral,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum ."
neutral,"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ."
neutral,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ."
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn ."
neutral,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn ."
neutral,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore ."
neutral,Inha Works has invested in its product development and market research .
neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark ."
neutral,"It grew in Finland , Norway , Denmark and the Baltic countries ."
neutral,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .
neutral,"It is being developed by Symbian , the software licensing consortium led by Nokia ."
neutral,It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .
neutral,It is the first application in the market for invoice and purchase requisition approval with a mobile device .
neutral,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights ."
neutral,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .
neutral,J+�rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .
neutral,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones ."
neutral,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .
neutral,"Kemira 's R&D organization comprises approximately 750 people , the company said ."
negative,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 ."
neutral,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .
neutral,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years ."
neutral,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas ."
positive,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .
neutral,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support ."
positive,Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .
neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .
neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories ."
neutral,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations ."
neutral,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans"
neutral,M+�kel+� is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .
neutral,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .
neutral,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .
neutral,Marimekko is considering further measures in the matter .
neutral,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .
neutral,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights ."
neutral,"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito ."
